
New Run at  02/04/2015 22:25:17
, Time,  ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241323800,359531.0;14018.0;1.06880649065
data,1241324100,360144.0;14050.0;1.06997829699
data,1241324700,361005.0;14143.0;1.07503357857
data,1241325300,361925.0;14247.0;1.0806920507
data,1241325600,362855.0;14339.0;1.08383345176
data,1241326200,363781.0;14419.0;1.08778816403
data,1241326800,364716.0;14500.0;1.09105890152
data,1241327400,365686.0;14574.0;1.09409183531
data,1241328000,366676.0;14645.0;1.09699541681
data,1241328600,367611.0;14712.0;1.09944086355
data,1241329200,368504.0;14764.0;1.10060369273
data,1241329800,369452.0;14815.0;1.10227131341
data,1241330700,370385.0;14863.0;1.1036044134
data,1241331300,371306.0;14919.0;1.10535300464
data,1241332200,372207.0;14966.0;1.10704549291
data,1241332800,373066.0;15006.0;1.10848684998
data,1241333700,374019.0;15058.0;1.11082199098
data,1241333700,374108.0;15058.0;1.11057516732
