Time(Iteration),GOBLin
320,69.7801191539
350,71.9905807745
380,73.1717562043
310,66.5832687055
300,67.1973854482
310,64.9061943138
330,70.050692946
320,72.2238066802
360,72.0891702922
390,73.3252151416
310,67.4262611322
320,66.9728252
340,70.4324160779
320,65.2805519583
370,72.3686468528
330,72.4937556233
400,73.4885995556
350,70.5710902731
320,67.5679640166
330,67.4332488136
380,72.6319281326
330,65.4987968254
410,73.838482579
340,72.6888375404
360,70.8728105769
390,72.8886310674
420,74.0262719609
330,67.8881758162
340,67.7634370032
340,65.7101601341
350,72.9167440527
400,73.4174216769
370,71.0561088308
430,74.2122419241
340,68.3780361911
350,65.9263158478
350,68.1741576236
410,73.6919535089
360,73.0856356443
440,74.2826671484
380,71.1935048011
350,68.7166078677
420,73.9132787814
360,66.1171736409
360,68.5559247792
450,74.4178193649
370,73.2166956094
390,71.4044538275
430,74.0784062521
360,68.9549835949
370,68.7710464968
370,66.4453742821
460,74.5621244689
440,74.2893416951
400,71.7051087167
380,73.2778021354
370,69.3456855366
380,69.1654426727
380,66.7314750816
470,74.7380793741
450,74.4945179915
410,71.8866493487
460,74.6568270857
390,73.4515172129
380,69.5897102659
390,69.4185180952
480,74.8150991205
390,66.9913840148
420,72.1508764749
470,74.9978281526
400,69.7764880099
400,73.6316832888
390,69.7738709791
490,74.967992454
400,67.2670606107
430,72.3700255248
480,75.3630814222
400,70.0573275381
410,70.1747591191
440,72.7297503825
410,73.8601139482
490,75.4904566219
410,67.4573515763
450,72.8606478593
410,70.2500049557
420,70.4648576677
420,74.1104227683
460,72.969883853
420,67.5992319613
430,70.6602948804
430,74.3601145277
470,73.0829826875
420,70.4042291407
430,67.7092669204
480,73.3118537943
430,70.5855999108
440,74.4855869134
440,70.8847200453
490,73.4705843384
450,74.6650420601
440,70.8969968526
440,67.9936222698
450,71.103010787
460,74.8420249064
450,68.1821031699
450,71.0863741222
460,71.3789299816
470,75.0158872192
480,75.1609497456
460,68.4225508228
460,71.3509099933
470,71.4813907411
490,75.2214267322
470,68.7271265191
470,71.5319009644
480,71.7022539257
480,68.8658049922
480,71.7059592992
490,72.182056833
490,68.9634297906
490,71.9127566638
